producto_id,cantidad_total,D1_DEP,D2_DEP,pdv_1,pdv_2,pdv_3,pdv_4,pdv_5
DEP78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEP100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
